AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Administrator 3-Tier 1 H-COA,Executive/Admin and managerial,Full-Time,1060008
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,800004
58030,OUS - Oregon State University,Executive 3-Athletics,Executive/Admin and managerial,Full-Time,545508
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,490008
58030,OUS - Oregon State University,Executive 1-President,Executive/Admin and managerial,Full-Time,485088
58030,OUS - Oregon State University,Administrator 3-Rev Oly H-COA,Executive/Admin and managerial,Full-Time,323640
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,320004
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,315000
58030,OUS - Oregon State University,Executive 1-Provost/Exec VP,Executive/Admin and managerial,Full-Time,309000
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,275004
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,260004
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,255000
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,251172
58030,OUS - Oregon State University,Executive 2-Univ Rel & Mktg,Executive/Admin and managerial,Full-Time,247224
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,238068
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,237876
58030,OUS - Oregon State University,Executive 2-Fin & Admin,Executive/Admin and managerial,Full-Time,236004
58030,OUS - Oregon State University,Executive 2-CIO,Executive/Admin and managerial,Full-Time,235692
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,235020
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,235008
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,231756
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,227808
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,225000
58030,OUS - Oregon State University,Executive 2-Vice Provost,Executive/Admin and managerial,Full-Time,224316
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,224184
58030,OUS - Oregon State University,Executive 2-Vice Provost,Executive/Admin and managerial,Full-Time,223224
58030,OUS - Oregon State University,Executive 2-Aux Campus,Executive/Admin and managerial,Full-Time,221460
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,216948
58030,OUS - Oregon State University,Executive 3-General Counsel,Executive/Admin and managerial,Full-Time,216420
58030,OUS - Oregon State University,Coordinator-PAC12 Md Asst COA,Other professionals,Full-Time,214260
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,211116
58030,OUS - Oregon State University,Administrator 1-Bud & Fisc Pln,Executive/Admin and managerial,Full-Time,211056
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,210804
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,206016
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,204912
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,203004
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,202266
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,202266
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,202236
58030,OUS - Oregon State University,Executive 2-Ten Vice Provost,Executive/Admin and managerial,Full-Time,202140
58030,OUS - Oregon State University,Executive 3-Alumni Relations,Executive/Admin and managerial,Full-Time,200004
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,197760
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,194652
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,194004
58030,OUS - Oregon State University,Executive 3-Research,Executive/Admin and managerial,Full-Time,193728
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,191592
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,190008
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,188544
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,186840
58030,OUS - Oregon State University,Executive 3-Fin & Admin,Executive/Admin and managerial,Full-Time,186540
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,186324
58030,OUS - Oregon State University,Executive 3-Internal Audit,Executive/Admin and managerial,Full-Time,185004
58030,OUS - Oregon State University,Executive 3-Assoc Provost,Executive/Admin and managerial,Full-Time,183828
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,183768
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,182667
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,182664
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,182124
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,180228
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,180000
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,179772
58030,OUS - Oregon State University,Executive 3-Assoc Provost,Executive/Admin and managerial,Full-Time,177636
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,176820
58030,OUS - Oregon State University,Executive 3-Univ Librarian,Executive/Admin and managerial,Full-Time,176748
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,175680
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,175008
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,175008
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,175008
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,174648
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,173709
58030,OUS - Oregon State University,Executive 3-HR,Executive/Admin and managerial,Full-Time,173064
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,171696
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,171696
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,170376
58030,OUS - Oregon State University,Administrator 1-Bud & Fisc Pln,Executive/Admin and managerial,Full-Time,169956
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,169488
58030,OUS - Oregon State University,Executive 3- Bus Affairs,Executive/Admin and managerial,Full-Time,167820
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,167607
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,167328
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,167076
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,166968
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,166851
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,166596
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,166512
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,166512
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,165564
58030,OUS - Oregon State University,Administrator 2-Med/Clin Serv,Executive/Admin and managerial,Full-Time,165000
58030,OUS - Oregon State University,Administrator 1-Com & Corp Dev,Executive/Admin and managerial,Full-Time,165000
58030,OUS - Oregon State University,Administrator 2-Med/Clin Serv,Executive/Admin and managerial,Full-Time,164892
58030,OUS - Oregon State University,Executive 3-Bus Servs,Executive/Admin and managerial,Full-Time,164820
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,164133
58030,OUS - Oregon State University,Administrator 1-Marine Project,Executive/Admin and managerial,Full-Time,164004
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,163782
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,163530
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,163212
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,163104
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,162228
58030,OUS - Oregon State University,Executive 3-Student Health,Executive/Admin and managerial,Full-Time,160800
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,160680
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,160506
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,160488
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,160434
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,160428
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,160008
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,160008
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,159660
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,159228
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,159228
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,158664
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,158640
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,158208
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,157824
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,157644
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,157548
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,156564
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,156456
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,154836
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,154656
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,154632
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,154500
58030,OUS - Oregon State University,Executive 3-Campus Architect,Executive/Admin and managerial,Full-Time,154500
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,154359
58030,OUS - Oregon State University,Administrator 1-Attending Vet,Executive/Admin and managerial,Full-Time,154253
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,153528
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,153012
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,152793
58030,OUS - Oregon State University,Administrator 1-Vet Teach Hosp,Executive/Admin and managerial,Full-Time,152760
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,152520
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,152184
58030,OUS - Oregon State University,Specialist 1-Tenured Admin,Other professionals,Full-Time,152055
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,151848
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,151800
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,151479
58030,OUS - Oregon State University,Department Head,Executive/Admin and managerial,Full-Time,151332
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,150948
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,150399
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,150096
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,150024
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,150003
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,150000
58030,OUS - Oregon State University,Administrator 1-Bus Ctrs,Executive/Admin and managerial,Full-Time,150000
58030,OUS - Oregon State University,Executive 3- Bus Affairs,Executive/Admin and managerial,Full-Time,150000
58030,OUS - Oregon State University,Executive 3-Bus Servs,Executive/Admin and managerial,Full-Time,150000
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,150000
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,149985
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,149856
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,149724
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,149688
58030,OUS - Oregon State University,Executive 3-Enrollment Mgmnt,Executive/Admin and managerial,Full-Time,149472
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,149364
58030,OUS - Oregon State University,Specialist 1-Ext Relations,Other professionals,Full-Time,149364
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,149364
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,148320
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,147792
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,147744
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,147612
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,147468
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,147336
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,147288
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,147141
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,146568
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,146394
58030,OUS - Oregon State University,Administrator 2-Ten Asst Dean,Executive/Admin and managerial,Full-Time,146331
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,146280
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,146148
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,146100
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,145752
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,145728
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,145692
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,145404
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,144837
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,144783
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,144756
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,144504
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,144207
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,144144
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,144024
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,143232
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,143154
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,143076
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,142896
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,142884
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,142857
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,142146
58030,OUS - Oregon State University,Administrator 2-Ten Asst Dean,Executive/Admin and managerial,Full-Time,142140
58030,OUS - Oregon State University,Specialist 1-Ext Relations,Other professionals,Full-Time,142008
58030,OUS - Oregon State University,Administrator 2-Assoc Dpt Head,Executive/Admin and managerial,Full-Time,141960
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,141696
58030,OUS - Oregon State University,Specialist 1-Assoc Gen Counsel,Other professionals,Full-Time,141672
58030,OUS - Oregon State University,Specialist 1-Assoc Gen Counsel,Other professionals,Full-Time,141672
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,141672
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,141540
58030,OUS - Oregon State University,Administrator 2-Vet Teach Hosp,Executive/Admin and managerial,Full-Time,141408
58030,OUS - Oregon State University,Administrator 1-Pharmacy,Executive/Admin and managerial,Full-Time,140484
58030,OUS - Oregon State University,Administrator 1-Govt Relations,Executive/Admin and managerial,Full-Time,140412
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,140382
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,140100
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,140004
58030,OUS - Oregon State University,Executive 3-Housing and Dining,Executive/Admin and managerial,Full-Time,140004
58030,OUS - Oregon State University,Executive 3-Memorial Union,Executive/Admin and managerial,Full-Time,139512
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,139347
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,139068
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,139050
58030,OUS - Oregon State University,Director,Executive/Admin and managerial,Full-Time,139044
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,138504
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,138456
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,138456
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,138276
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,138042
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,138024
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,137928
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,137160
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,137040
58030,OUS - Oregon State University,Administrator 1 - IT,Executive/Admin and managerial,Full-Time,137004
58030,OUS - Oregon State University,Executive 3-Equity & Incl,Executive/Admin and managerial,Full-Time,136692
58030,OUS - Oregon State University,Specialist 1-Psychiatrist,Other professionals,Full-Time,136494
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,136392
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,136260
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,136206
58030,OUS - Oregon State University,Administrator 1-Univ Risk Ofc,Executive/Admin and managerial,Full-Time,135960
58030,OUS - Oregon State University,Administrator 1-Research,Executive/Admin and managerial,Full-Time,135960
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,135945
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,135732
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,135636
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,135420
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,135192
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,135072
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,135063
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,135000
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,135000
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,134976
58030,OUS - Oregon State University,Professor (Clinical),Faculty,Full-Time,134904
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,134832
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,134532
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,134484
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,134436
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,134136
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,133965
58030,OUS - Oregon State University,Administrator 1-Inst Research,Executive/Admin and managerial,Full-Time,133920
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,133728
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,133464
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,133263
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,132600
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,132435
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,132432
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,132204
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,132084
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,132072
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,132000
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,131850
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,131640
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,131535
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,131337
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,131337
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,131337
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,131328
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,131208
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,131112
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,130980
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,130884
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,130776
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,130680
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,130620
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,130419
58030,OUS - Oregon State University,Administrator 1-Public Safety,Executive/Admin and managerial,Full-Time,130008
58030,OUS - Oregon State University,Administrator 2-ERCC & Emp,Executive/Admin and managerial,Full-Time,130000
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,129942
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,129744
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,129456
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,129384
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,129384
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,129384
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,129144
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,129036
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,128790
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,128760
58030,OUS - Oregon State University,Administrator 1 - IT,Executive/Admin and managerial,Full-Time,128760
58030,OUS - Oregon State University,Administrator 1-Marine Project,Executive/Admin and managerial,Full-Time,128760
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,128760
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,128760
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,128754
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,128754
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,128676
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,128544
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,128544
58030,OUS - Oregon State University,Administrator 1-Outrch & Engag,Executive/Admin and managerial,Full-Time,128544
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,128436
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,128424
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,127944
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,127680
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,127176
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,127140
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,127125
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,127008
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,126702
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,126621
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,126420
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,126045
58030,OUS - Oregon State University,Administrator 3-Rev Oly H-COA,Executive/Admin and managerial,Full-Time,126000
58030,OUS - Oregon State University,Administrator 2-Aux Campus,Executive/Admin and managerial,Full-Time,125964
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,125904
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,125688
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,125667
58030,OUS - Oregon State University,Administrator 2-Info Services,Executive/Admin and managerial,Full-Time,125640
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,125327
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,125244
58030,OUS - Oregon State University,Administrator 2-Athletic Ops,Executive/Admin and managerial,Full-Time,125004
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,125004
58030,OUS - Oregon State University,Specialist 1-General Counsel,Other professionals,Full-Time,125004
58030,OUS - Oregon State University,Administrator 3-Strg/Con H-COA,Executive/Admin and managerial,Full-Time,125004
58030,OUS - Oregon State University,Administrator 3-Rev Oly H-COA,Executive/Admin and managerial,Full-Time,125004
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,125001
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,124983
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,124896
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,124752
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,124644
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,124644
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,124644
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,124605
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,123792
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,123696
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,123648
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,123624
58030,OUS - Oregon State University,Specialist 1-Asst Gen Counsel,Other professionals,Full-Time,123600
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,123540
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,123528
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,123255
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,123228
58030,OUS - Oregon State University,Specialist 1-Physician,Other professionals,Full-Time,123156
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,122448
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,122424
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,122280
58030,OUS - Oregon State University,Specialist 1-Physician,Other professionals,Full-Time,121770
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,121608
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,121554
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,121092
58030,OUS - Oregon State University,Administrator 3-Pharmacy,Executive/Admin and managerial,Full-Time,121056
