AGENCY #,AGENCY TITLE,CLASSIFICATION,SERVICE TYPE,FULL/PART-TIME,ANNUAL SALARY
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,121044
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,121041
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120915
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120828
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120756
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120648
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,120564
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120528
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,120510
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120504
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120468
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,120036
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120006
58030,OUS - Oregon State University,Administrator 1-Ext Campus,Executive/Admin and managerial,Full-Time,120000
58030,OUS - Oregon State University,Administrator 2-Counseling,Executive/Admin and managerial,Full-Time,120000
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,120000
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119988
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119832
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119808
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,119724
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119673
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119616
58030,OUS - Oregon State University,Executive 3-Comm&Mktg,Executive/Admin and managerial,Full-Time,119496
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119496
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119358
58030,OUS - Oregon State University,Specialist 1-R&D Engineer,Other professionals,Full-Time,119250
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119232
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119196
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119160
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,119137
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,118968
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,118944
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,118773
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,118719
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,118530
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,118515
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,118464
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,118464
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118458
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118458
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118458
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118458
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118458
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118458
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,118458
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,118458
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118449
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118449
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,118449
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,118212
58030,OUS - Oregon State University,Specialist 1-Physician,Other professionals,Full-Time,118116
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,118032
58030,OUS - Oregon State University,Administrator 2-Research,Executive/Admin and managerial,Full-Time,118008
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,117936
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,117864
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,117852
58030,OUS - Oregon State University,Specialist 1 - End Chair,Faculty,Full-Time,117846
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,117828
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,117624
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,117612
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,117540
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,117456
58030,OUS - Oregon State University,Administrator 1 - IT,Executive/Admin and managerial,Full-Time,117324
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,117216
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,117036
58030,OUS - Oregon State University,Manager 1-R&D Program,Executive/Admin and managerial,Full-Time,117000
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,117000
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,116991
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,116748
58030,OUS - Oregon State University,Administrator 2-Ten Assoc Dir,Executive/Admin and managerial,Full-Time,116736
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,116724
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,116658
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,116412
58030,OUS - Oregon State University,Administrator 2-Faclt/Ops Dept,Executive/Admin and managerial,Full-Time,116304
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,116148
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,115893
58030,OUS - Oregon State University,Specialist 1-Psychiatrist,Other professionals,Full-Time,115862
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,115800
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,115668
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,115656
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,115632
58030,OUS - Oregon State University,Administrator 1-Univ Faclt/Ops,Executive/Admin and managerial,Full-Time,115500
58030,OUS - Oregon State University,Executive 3-Conf Services,Executive/Admin and managerial,Full-Time,115380
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,115362
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,115344
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,115128
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,115044
58030,OUS - Oregon State University,Administrator 1-Student Servs,Executive/Admin and managerial,Full-Time,115008
58030,OUS - Oregon State University,Administrator 2-Athletics Comp,Executive/Admin and managerial,Full-Time,115008
58030,OUS - Oregon State University,Administrator 1-Acad Program 1,Executive/Admin and managerial,Full-Time,114984
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,114975
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,114972
58030,OUS - Oregon State University,Administrator 1-Dining,Executive/Admin and managerial,Full-Time,114936
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,114636
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,114636
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,114570
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,114528
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,114372
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,114102
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113976
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113892
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113784
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,113676
58030,OUS - Oregon State University,Assistant Professor (Clinical),Faculty,Full-Time,113568
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113484
58030,OUS - Oregon State University,Administrator 3-Univ Faclt/Ops,Executive/Admin and managerial,Full-Time,113388
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,113334
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,113316
58030,OUS - Oregon State University,Administrator 1-Registrar,Executive/Admin and managerial,Full-Time,113316
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113316
58030,OUS - Oregon State University,Specialist 1-Pharmacy,Other professionals,Full-Time,113316
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,113310
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113310
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,113301
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,113292
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113112
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113085
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,113064
58030,OUS - Oregon State University,Specialist 2-Project Supt,Other professionals,Full-Time,112992
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,112920
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,112752
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,112536
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,112536
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,112284
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,112284
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,112203
58030,OUS - Oregon State University,Administrator 3-IT Architect,Other professionals,Full-Time,112032
58030,OUS - Oregon State University,Administrator 1-Academic IT,Executive/Admin and managerial,Full-Time,111924
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,111912
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,111828
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,111708
58030,OUS - Oregon State University,Senior Faculty Research Asst I,Faculty,Full-Time,111612
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,111552
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,111504
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,111384
58030,OUS - Oregon State University,Administrator 1-Regional,Executive/Admin and managerial,Full-Time,111300
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,111258
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,111240
58030,OUS - Oregon State University,Assistant Professor (Sr Res),Faculty,Full-Time,111240
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,111229
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,111204
58030,OUS - Oregon State University,Administrator 1-Enroll Mgt,Executive/Admin and managerial,Full-Time,111180
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,111141
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,111114
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,111087
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,111084
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,110952
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,110496
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,110358
58030,OUS - Oregon State University,Specialist 1-Physician,Other professionals,Full-Time,110250
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,110223
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,110220
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,110148
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,110016
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,109971
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,109818
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,109764
58030,OUS - Oregon State University,Administrator 1-Univ Comm&Mktg,Executive/Admin and managerial,Full-Time,109656
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,109548
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,109476
